id,date,subject,title,contexte-election,contexte-tour,cote,departement,departement-nom,departement-insee,identifiant de circonscription,images,pdf,ocr_url,titulaire-nom,titulaire-prenom,titulaire-sexe,titulaire-age,titulaire-age-calcule,titulaire-age-tranche,titulaire-profession,titulaire-mandat-en-cours,titulaire-mandat-passe,titulaire-associations,titulaire-autres-statuts,titulaire-soutien,titulaire-liste,titulaire-decorations,suppleant-nom,suppleant-prenom,suppleant-sexe,suppleant-age,suppleant-age-calcule,suppleant-age-tranche,suppleant-profession,suppleant-mandat-en-cours,suppleant-mandat-passe,suppleant-associations,suppleant-autres-statuts,suppleant-soutien,suppleant-liste,suppleant-decorations
"EL189_L_1993_03_006_01_1_PF_07","1993-03-21","Assemblée Nationale;France;Élections législatives;Ve République","Élections législatives de 1993, Alpes-Maritimes - 06, circonscription n°01 : profession de foi de Jean-Pierre Gost au tour 1","législatives","1","EL189","06","Alpes-Maritimes","06 - Alpes-Maritimes","1","https://ia903400.us.archive.org/29/items/EL189_L_1993_03_006_01_1_PF_07/EL189_L_1993_03_006_01_1_PF_07_000.jpg;https://ia903400.us.archive.org/29/items/EL189_L_1993_03_006_01_1_PF_07/EL189_L_1993_03_006_01_1_PF_07_001.jpg","https://ia903400.us.archive.org/29/items/EL189_L_1993_03_006_01_1_PF_07/EL189_L_1993_03_006_01_1_PF_07.pdf","https://ia903400.us.archive.org/29/items/EL189_L_1993_03_006_01_1_PF_07/EL189_L_1993_03_006_01_1_PF_07_djvu.txt","Gost","Jean-Pierre","homme","non mentionné","non mentionné","non mentionné","non mentionné","conseiller municipal;conseiller régional","non mentionné","politique","non mentionné","Front national","non mentionné","non","Lebeau","Jean-Marc","homme","non mentionné","non mentionné","non mentionné","attaché commercial","non mentionné","non mentionné","non mentionné","non mentionné","Front national","non mentionné","non"
"EL189_L_1993_03_006_01_1_PF_08","1993-03-21","Assemblée Nationale;Ve République;Élections législatives;France","Élections législatives de 1993, Alpes-Maritimes - 06, circonscription n°01 : profession de foi de Ghislain Nicaise au tour 1","législatives","1","EL189","06","Alpes-Maritimes","06 - Alpes-Maritimes","1","https://ia804509.us.archive.org/26/items/EL189_L_1993_03_006_01_1_PF_08/EL189_L_1993_03_006_01_1_PF_08_000.jpg;https://ia804509.us.archive.org/26/items/EL189_L_1993_03_006_01_1_PF_08/EL189_L_1993_03_006_01_1_PF_08_001.jpg","https://ia804509.us.archive.org/26/items/EL189_L_1993_03_006_01_1_PF_08/EL189_L_1993_03_006_01_1_PF_08.pdf","https://ia804509.us.archive.org/26/items/EL189_L_1993_03_006_01_1_PF_08/EL189_L_1993_03_006_01_1_PF_08_djvu.txt","Nicaise","Ghislain","homme","non mentionné","non mentionné","non mentionné","professeur","non mentionné","non mentionné","non mentionné","non mentionné","Génération écologie;Verts","Entente des écologistes","non","Zyka","Anne-Marie","femme","non mentionné","non mentionné","non mentionné","commerçante","non mentionné","non mentionné","politique","non mentionné","Génération écologie;Verts","Entente des écologistes","non"
"EL189_L_1993_03_006_01_1_PF_09","1993-03-21","France;Ve République;Élections législatives;Assemblée Nationale","Élections législatives de 1993, Alpes-Maritimes - 06, circonscription n°01 : profession de foi de Pierre Ducher au tour 1","législatives","1","EL189","06","Alpes-Maritimes","06 - Alpes-Maritimes","1","https://ia804506.us.archive.org/23/items/EL189_L_1993_03_006_01_1_PF_09/EL189_L_1993_03_006_01_1_PF_09_000.jpg;https://ia804506.us.archive.org/23/items/EL189_L_1993_03_006_01_1_PF_09/EL189_L_1993_03_006_01_1_PF_09_001.jpg","https://ia804506.us.archive.org/23/items/EL189_L_1993_03_006_01_1_PF_09/EL189_L_1993_03_006_01_1_PF_09.pdf","https://ia804506.us.archive.org/23/items/EL189_L_1993_03_006_01_1_PF_09/EL189_L_1993_03_006_01_1_PF_09_djvu.txt","Ducher","Pierre","homme","49","49","entre 40 et 49 ans","gérant société","non mentionné","non mentionné","politique","non mentionné","Alliance populaire;Rassemblement niçois","Rassemblement des forces nationales","non","Berthier","Norbert","homme","non mentionné","non mentionné","non mentionné","visiteur médical","non mentionné","non mentionné","non mentionné","retraité","Alliance populaire","Rassemblement des forces nationales","non"
"EL189_L_1993_03_006_01_1_PF_10","1993-03-21","France;Ve République;Élections législatives;Assemblée Nationale","Élections législatives de 1993, Alpes-Maritimes - 06, circonscription n°01 : profession de foi de Mathis Bortner au tour 1","législatives","1","EL189","06","Alpes-Maritimes","06 - Alpes-Maritimes","1","https://ia804509.us.archive.org/34/items/EL189_L_1993_03_006_01_1_PF_10/EL189_L_1993_03_006_01_1_PF_10_000.jpg;https://ia804509.us.archive.org/34/items/EL189_L_1993_03_006_01_1_PF_10/EL189_L_1993_03_006_01_1_PF_10_001.jpg","https://ia804509.us.archive.org/34/items/EL189_L_1993_03_006_01_1_PF_10/EL189_L_1993_03_006_01_1_PF_10.pdf","https://ia804509.us.archive.org/34/items/EL189_L_1993_03_006_01_1_PF_10/EL189_L_1993_03_006_01_1_PF_10_djvu.txt","Bortner","Mathis","homme","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","Nouvelle solidarité","non mentionné","non","Paumier","Yves","homme","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","Nouvelle solidarité","non mentionné","non"
"EL189_L_1993_03_006_01_1_PF_11","1993-03-21","Élections législatives;Ve République;Assemblée Nationale;France","Élections législatives de 1993, Alpes-Maritimes - 06, circonscription n°01 : profession de foi de Yannick Gautier au tour 1","législatives","1","EL189","06","Alpes-Maritimes","06 - Alpes-Maritimes","1","https://ia904501.us.archive.org/27/items/EL189_L_1993_03_006_01_1_PF_11/EL189_L_1993_03_006_01_1_PF_11_000.jpg;https://ia904501.us.archive.org/27/items/EL189_L_1993_03_006_01_1_PF_11/EL189_L_1993_03_006_01_1_PF_11_001.jpg","https://ia904501.us.archive.org/27/items/EL189_L_1993_03_006_01_1_PF_11/EL189_L_1993_03_006_01_1_PF_11.pdf","https://ia904501.us.archive.org/27/items/EL189_L_1993_03_006_01_1_PF_11/EL189_L_1993_03_006_01_1_PF_11_djvu.txt","Gautier","Yannick","homme","37","37","entre 30 et 39 ans","interprète de conférence","non mentionné","non mentionné","non mentionné","non mentionné","Parti de la loi naturelle","non mentionné","non","Pigot","John","homme","30","30","entre 30 et 39 ans","éducateur spécialisé","non mentionné","non mentionné","non mentionné","non mentionné","Parti de la loi naturelle","non mentionné","non"
"EL189_L_1993_03_006_01_1_PF_12","1993-03-21","Ve République;France;Assemblée Nationale;Élections législatives","Élections législatives de 1993, Alpes-Maritimes - 06, circonscription n°01 : profession de foi de NR NR au tour 1","législatives","1","EL189","06","Alpes-Maritimes","06 - Alpes-Maritimes","1","https://ia804506.us.archive.org/24/items/EL189_L_1993_03_006_01_1_PF_12/EL189_L_1993_03_006_01_1_PF_12_000.jpg;https://ia804506.us.archive.org/24/items/EL189_L_1993_03_006_01_1_PF_12/EL189_L_1993_03_006_01_1_PF_12_001.jpg","https://ia804506.us.archive.org/24/items/EL189_L_1993_03_006_01_1_PF_12/EL189_L_1993_03_006_01_1_PF_12.pdf","https://ia804506.us.archive.org/24/items/EL189_L_1993_03_006_01_1_PF_12/EL189_L_1993_03_006_01_1_PF_12_djvu.txt","non mentionné","non mentionné","non déterminé","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","Nouveaux écologistes du rassemblement nature et animaux","non mentionné","non","non mentionné","non mentionné","non déterminé","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","Nouveaux écologistes du rassemblement nature et animaux","non mentionné","non"
"EL189_L_1993_03_006_02_1_PF_01","1993-03-21","Élections législatives;Assemblée Nationale;Ve République;France","Élections législatives de 1993, Alpes-Maritimes - 06, circonscription n°02 : profession de foi de Jacques Peyrat au tour 1","législatives","1","EL189","06","Alpes-Maritimes","06 - Alpes-Maritimes","2","https://ia904508.us.archive.org/16/items/EL189_L_1993_03_006_02_1_PF_01/EL189_L_1993_03_006_02_1_PF_01_000.jpg;https://ia904508.us.archive.org/16/items/EL189_L_1993_03_006_02_1_PF_01/EL189_L_1993_03_006_02_1_PF_01_001.jpg","https://ia904508.us.archive.org/16/items/EL189_L_1993_03_006_02_1_PF_01/EL189_L_1993_03_006_02_1_PF_01.pdf","https://ia904508.us.archive.org/16/items/EL189_L_1993_03_006_02_1_PF_01/EL189_L_1993_03_006_02_1_PF_01_djvu.txt","Peyrat","Jacques","homme","non mentionné","non mentionné","non mentionné","avocat","conseiller régional;conseiller général;conseiller municipal","député","sports et loisirs","non mentionné","Front national","non mentionné","non","Mathieu-Obadia","Jacqueline","femme","non mentionné","non mentionné","non mentionné","médecin spécialiste","adjoint au maire","conseiller régional","école","non mentionné","Front national","non mentionné","non"
"EL189_L_1993_03_006_02_1_PF_02","1993-03-21","Assemblée Nationale;Élections législatives;Ve République;France","Élections législatives de 1993, Alpes-Maritimes - 06, circonscription n°02 : profession de foi de Sylviane Douhet au tour 1","législatives","1","EL189","06","Alpes-Maritimes","06 - Alpes-Maritimes","2","https://ia803406.us.archive.org/10/items/EL189_L_1993_03_006_02_1_PF_02/EL189_L_1993_03_006_02_1_PF_02_000.jpg;https://ia803406.us.archive.org/10/items/EL189_L_1993_03_006_02_1_PF_02/EL189_L_1993_03_006_02_1_PF_02_001.jpg","https://ia803406.us.archive.org/10/items/EL189_L_1993_03_006_02_1_PF_02/EL189_L_1993_03_006_02_1_PF_02.pdf","https://ia803406.us.archive.org/10/items/EL189_L_1993_03_006_02_1_PF_02/EL189_L_1993_03_006_02_1_PF_02_djvu.txt","Douhet","Sylviane","femme","non mentionné","non mentionné","non mentionné","employée administrative","non mentionné","non mentionné","syndicat","non mentionné","Parti communiste français","non mentionné","non","Ferrandi","Jean","homme","non mentionné","non mentionné","non mentionné","médecin psychiatre","non mentionné","non mentionné","non mentionné","non mentionné","Parti communiste français","non mentionné","non"
"EL189_L_1993_03_006_02_1_PF_03","1993-03-21","Élections législatives;Ve République;Assemblée Nationale;France","Élections législatives de 1993, Alpes-Maritimes - 06, circonscription n°02 : profession de foi de Geneviève Médecin-Assemat au tour 1","législatives","1","EL189","06","Alpes-Maritimes","06 - Alpes-Maritimes","2","https://ia803405.us.archive.org/18/items/EL189_L_1993_03_006_02_1_PF_03/EL189_L_1993_03_006_02_1_PF_03_000.jpg;https://ia803405.us.archive.org/18/items/EL189_L_1993_03_006_02_1_PF_03/EL189_L_1993_03_006_02_1_PF_03_001.jpg","https://ia803405.us.archive.org/18/items/EL189_L_1993_03_006_02_1_PF_03/EL189_L_1993_03_006_02_1_PF_03.pdf","https://ia803405.us.archive.org/18/items/EL189_L_1993_03_006_02_1_PF_03/EL189_L_1993_03_006_02_1_PF_03_djvu.txt","Médecin-Assemat","Geneviève","femme","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","Union de l'opposition renouveau du rassemblement républicain","non","Vérola","Auguste","homme","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","Union de l'opposition renouveau du rassemblement républicain","non"
"EL189_L_1993_03_006_02_1_PF_04","1993-03-21","Élections législatives;Assemblée Nationale;France;Ve République","Élections législatives de 1993, Alpes-Maritimes - 06, circonscription n°02 : profession de foi de Guy Marimot au tour 1","législatives","1","EL189","06","Alpes-Maritimes","06 - Alpes-Maritimes","2","https://ia804508.us.archive.org/21/items/EL189_L_1993_03_006_02_1_PF_04/EL189_L_1993_03_006_02_1_PF_04_000.jpg;https://ia804508.us.archive.org/21/items/EL189_L_1993_03_006_02_1_PF_04/EL189_L_1993_03_006_02_1_PF_04_001.jpg","https://ia804508.us.archive.org/21/items/EL189_L_1993_03_006_02_1_PF_04/EL189_L_1993_03_006_02_1_PF_04.pdf","https://ia804508.us.archive.org/21/items/EL189_L_1993_03_006_02_1_PF_04/EL189_L_1993_03_006_02_1_PF_04_djvu.txt","Marimot","Guy","homme","60","60","entre 60 et 69 ans","enseignant","non mentionné","non mentionné","non mentionné","retraité","Verts","Entente des écologistes","non","Morlot","Philippe","homme","39","39","entre 30 et 39 ans","ingénieur commercial","non mentionné","non mentionné","non mentionné","non mentionné","Génération écologie","Entente des écologistes","non"
"EL189_L_1993_03_006_02_1_PF_05","1993-03-21","Assemblée Nationale;France;Ve République;Élections législatives","Élections législatives de 1993, Alpes-Maritimes - 06, circonscription n°02 : profession de foi de Christian Estrosi au tour 1","législatives","1","EL189","06","Alpes-Maritimes","06 - Alpes-Maritimes","2","https://ia903409.us.archive.org/23/items/EL189_L_1993_03_006_02_1_PF_05/EL189_L_1993_03_006_02_1_PF_05_000.jpg;https://ia903409.us.archive.org/23/items/EL189_L_1993_03_006_02_1_PF_05/EL189_L_1993_03_006_02_1_PF_05_001.jpg","https://ia903409.us.archive.org/23/items/EL189_L_1993_03_006_02_1_PF_05/EL189_L_1993_03_006_02_1_PF_05.pdf","https://ia903409.us.archive.org/23/items/EL189_L_1993_03_006_02_1_PF_05/EL189_L_1993_03_006_02_1_PF_05_djvu.txt","Estrosi","Christian","homme","38","38","entre 30 et 39 ans","non mentionné","conseiller régional","député sortant","non mentionné","non mentionné","Rassemblement pour la République;Union pour la démocratie française","non mentionné","non","Richelme","Henri","homme","64","64","entre 60 et 69 ans","professeur médecine","conseiller régional","non mentionné","professionnel","non mentionné","Rassemblement pour la République;Union pour la démocratie française","non mentionné","non"
"EL189_L_1993_03_006_02_1_PF_06","1993-03-21","Élections législatives;France;Ve République;Assemblée Nationale","Élections législatives de 1993, Alpes-Maritimes - 06, circonscription n°02 : profession de foi de Patrick Mottard  au tour 1","législatives","1","EL189","06","Alpes-Maritimes","06 - Alpes-Maritimes","2","https://ia804508.us.archive.org/20/items/EL189_L_1993_03_006_02_1_PF_06/EL189_L_1993_03_006_02_1_PF_06_000.jpg;https://ia804508.us.archive.org/20/items/EL189_L_1993_03_006_02_1_PF_06/EL189_L_1993_03_006_02_1_PF_06_001.jpg","https://ia804508.us.archive.org/20/items/EL189_L_1993_03_006_02_1_PF_06/EL189_L_1993_03_006_02_1_PF_06.pdf","https://ia804508.us.archive.org/20/items/EL189_L_1993_03_006_02_1_PF_06/EL189_L_1993_03_006_02_1_PF_06_djvu.txt","Mottard","Patrick","homme","non mentionné","non mentionné","non mentionné","enseignant","non mentionné","non mentionné","non mentionné","non mentionné","Parti socialiste","Alliance des Français pour le progrès","non","Dupont","Hervé","homme","50","50","entre 50 et 59 ans","professeur","conseiller municipal","non mentionné","syndicat;non précisé","non mentionné","Parti socialiste","Alliance des Français pour le progrès","non"
"EL189_L_1993_03_006_02_1_PF_07","1993-03-21","Ve République;Assemblée Nationale;Élections législatives;France","Élections législatives de 1993, Alpes-Maritimes - 06, circonscription n°02 : profession de foi de Guy-Noël Tordo au tour 1","législatives","1","EL189","06","Alpes-Maritimes","06 - Alpes-Maritimes","2","https://ia803408.us.archive.org/9/items/EL189_L_1993_03_006_02_1_PF_07/EL189_L_1993_03_006_02_1_PF_07_000.jpg;https://ia803408.us.archive.org/9/items/EL189_L_1993_03_006_02_1_PF_07/EL189_L_1993_03_006_02_1_PF_07_001.jpg","https://ia803408.us.archive.org/9/items/EL189_L_1993_03_006_02_1_PF_07/EL189_L_1993_03_006_02_1_PF_07.pdf","https://ia803408.us.archive.org/9/items/EL189_L_1993_03_006_02_1_PF_07/EL189_L_1993_03_006_02_1_PF_07_djvu.txt","Tordo","Guy-Noël","homme","41","41","entre 40 et 49 ans","agrobiologiste","non mentionné","non mentionné","agriculture;environnement","non mentionné","Verts autonomes","Ecologie politiquement indépendante","non","Allégret","Rose-Marie","homme","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","Verts autonomes","Ecologie politiquement indépendante","non"
"EL189_L_1993_03_006_02_1_PF_08","1993-03-21","Assemblée Nationale;France;Ve République;Élections législatives","Élections législatives de 1993, Alpes-Maritimes - 06, circonscription n°02 : profession de foi de Marc Peigner au tour 1","législatives","1","EL189","06","Alpes-Maritimes","06 - Alpes-Maritimes","2","https://ia803405.us.archive.org/13/items/EL189_L_1993_03_006_02_1_PF_08/EL189_L_1993_03_006_02_1_PF_08_000.jpg;https://ia803405.us.archive.org/13/items/EL189_L_1993_03_006_02_1_PF_08/EL189_L_1993_03_006_02_1_PF_08_001.jpg","https://ia803405.us.archive.org/13/items/EL189_L_1993_03_006_02_1_PF_08/EL189_L_1993_03_006_02_1_PF_08.pdf","https://ia803405.us.archive.org/13/items/EL189_L_1993_03_006_02_1_PF_08/EL189_L_1993_03_006_02_1_PF_08_djvu.txt","Peigner","Marc","homme","38","38","entre 30 et 39 ans","médecin","non mentionné","non mentionné","non mentionné","non mentionné","Parti de la loi naturelle","non mentionné","non","Herboux","Josèphe","femme","non mentionné","non mentionné","non mentionné","éducatrice spécialisée","non mentionné","non mentionné","non mentionné","non mentionné","Parti de la loi naturelle","non mentionné","non"
"EL189_L_1993_03_006_02_1_PF_09","1993-03-21","Élections législatives;France;Assemblée Nationale;Ve République","Élections législatives de 1993, Alpes-Maritimes - 06, circonscription n°02 : profession de foi de Pierre Chauliac au tour 1","législatives","1","EL189","06","Alpes-Maritimes","06 - Alpes-Maritimes","2","https://ia803400.us.archive.org/30/items/EL189_L_1993_03_006_02_1_PF_09/EL189_L_1993_03_006_02_1_PF_09_000.jpg;https://ia803400.us.archive.org/30/items/EL189_L_1993_03_006_02_1_PF_09/EL189_L_1993_03_006_02_1_PF_09_001.jpg","https://ia803400.us.archive.org/30/items/EL189_L_1993_03_006_02_1_PF_09/EL189_L_1993_03_006_02_1_PF_09.pdf","https://ia803400.us.archive.org/30/items/EL189_L_1993_03_006_02_1_PF_09/EL189_L_1993_03_006_02_1_PF_09_djvu.txt","Chauliac","Pierre","homme","non mentionné","non mentionné","non mentionné","chef d'entreprise","non mentionné","non mentionné","religion;culture","non mentionné","Rassemblement pour la République","non mentionné","non","non mentionné","non mentionné","non déterminé","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","Rassemblement pour la République","non mentionné","non"
"EL189_L_1993_03_006_02_1_PF_10","1993-03-21","Ve République;Élections législatives;Assemblée Nationale;France","Élections législatives de 1993, Alpes-Maritimes - 06, circonscription n°02 : profession de foi de NR NR au tour 1","législatives","1","EL189","06","Alpes-Maritimes","06 - Alpes-Maritimes","2","https://ia803406.us.archive.org/4/items/EL189_L_1993_03_006_02_1_PF_10/EL189_L_1993_03_006_02_1_PF_10_000.jpg;https://ia803406.us.archive.org/4/items/EL189_L_1993_03_006_02_1_PF_10/EL189_L_1993_03_006_02_1_PF_10_001.jpg","https://ia803406.us.archive.org/4/items/EL189_L_1993_03_006_02_1_PF_10/EL189_L_1993_03_006_02_1_PF_10.pdf","https://ia803406.us.archive.org/4/items/EL189_L_1993_03_006_02_1_PF_10/EL189_L_1993_03_006_02_1_PF_10_djvu.txt","non mentionné","non mentionné","non déterminé","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","Nouveaux écologistes du rassemblement nature et animaux","non mentionné","non","non mentionné","non mentionné","non déterminé","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","Nouveaux écologistes du rassemblement nature et animaux","non mentionné","non"
"EL189_L_1993_03_006_03_1_PF_01","1993-03-21","France;Ve République;Assemblée Nationale;Élections législatives","Élections législatives de 1993, Alpes-Maritimes - 06, circonscription n°03 : profession de foi de Jean-Marie Le Pen au tour 1","législatives","1","EL189","06","Alpes-Maritimes","06 - Alpes-Maritimes","3","https://ia804500.us.archive.org/34/items/EL189_L_1993_03_006_03_1_PF_01/EL189_L_1993_03_006_03_1_PF_01_000.jpg;https://ia804500.us.archive.org/34/items/EL189_L_1993_03_006_03_1_PF_01/EL189_L_1993_03_006_03_1_PF_01_001.jpg","https://ia804500.us.archive.org/34/items/EL189_L_1993_03_006_03_1_PF_01/EL189_L_1993_03_006_03_1_PF_01.pdf","https://ia804500.us.archive.org/34/items/EL189_L_1993_03_006_03_1_PF_01/EL189_L_1993_03_006_03_1_PF_01_djvu.txt","Le Pen","Jean-Marie","homme","non mentionné","non mentionné","non mentionné","non mentionné","député européen;conseiller régional","non mentionné","politique","non mentionné","Front national","non mentionné","non","Pastorel","Josiane","femme","non mentionné","non mentionné","non mentionné","assistante sociale","conseiller régional;conseiller municipal","non mentionné","socio-caritatif","non mentionné","Front national","non mentionné","non"
"EL189_L_1993_03_006_03_1_PF_02","1993-03-21","France;Assemblée Nationale;Ve République;Élections législatives","Élections législatives de 1993, Alpes-Maritimes - 06, circonscription n°03 : profession de foi de Rudy Salles au tour 1","législatives","1","EL189","06","Alpes-Maritimes","06 - Alpes-Maritimes","3","https://ia804508.us.archive.org/23/items/EL189_L_1993_03_006_03_1_PF_02/EL189_L_1993_03_006_03_1_PF_02_000.jpg;https://ia804508.us.archive.org/23/items/EL189_L_1993_03_006_03_1_PF_02/EL189_L_1993_03_006_03_1_PF_02_001.jpg","https://ia804508.us.archive.org/23/items/EL189_L_1993_03_006_03_1_PF_02/EL189_L_1993_03_006_03_1_PF_02.pdf","https://ia804508.us.archive.org/23/items/EL189_L_1993_03_006_03_1_PF_02/EL189_L_1993_03_006_03_1_PF_02_djvu.txt","Salles","Rudy","homme","non mentionné","non mentionné","non mentionné","non mentionné","conseiller municipal","député sortant","non mentionné","non mentionné","Union pour la démocratie française;Rassemblement pour la République","Union pour la France","non","Bonny","André","homme","non mentionné","non mentionné","non mentionné","non mentionné","adjoint au maire","non mentionné","non mentionné","non mentionné","Union pour la démocratie française;Rassemblement pour la République","Union pour la France","oui"
"EL189_L_1993_03_006_03_1_PF_03","1993-03-21","Ve République;France;Élections législatives;Assemblée Nationale","Élections législatives de 1993, Alpes-Maritimes - 06, circonscription n°03 : profession de foi de Jean-Hugues Colonna au tour 1","législatives","1","EL189","06","Alpes-Maritimes","06 - Alpes-Maritimes","3","https://ia903401.us.archive.org/26/items/EL189_L_1993_03_006_03_1_PF_03/EL189_L_1993_03_006_03_1_PF_03_000.jpg;https://ia903401.us.archive.org/26/items/EL189_L_1993_03_006_03_1_PF_03/EL189_L_1993_03_006_03_1_PF_03_001.jpg","https://ia903401.us.archive.org/26/items/EL189_L_1993_03_006_03_1_PF_03/EL189_L_1993_03_006_03_1_PF_03.pdf","https://ia903401.us.archive.org/26/items/EL189_L_1993_03_006_03_1_PF_03/EL189_L_1993_03_006_03_1_PF_03_djvu.txt","Colonna","Jean-Hugues","homme","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","Parti socialiste","Majorité présidentielle","non","Delahaye","Jackie","homme","non mentionné","non mentionné","non mentionné","non mentionné","maire-adjoint","non mentionné","non mentionné","non mentionné","Parti socialiste","Majorité présidentielle","non"
"EL189_L_1993_03_006_03_1_PF_04","1993-03-21","Élections législatives;France;Assemblée Nationale;Ve République","Élections législatives de 1993, Alpes-Maritimes - 06, circonscription n°03 : profession de foi de Jean-Pierre Malbert au tour 1","législatives","1","EL189","06","Alpes-Maritimes","06 - Alpes-Maritimes","3","https://ia803408.us.archive.org/25/items/EL189_L_1993_03_006_03_1_PF_04/EL189_L_1993_03_006_03_1_PF_04_000.jpg;https://ia803408.us.archive.org/25/items/EL189_L_1993_03_006_03_1_PF_04/EL189_L_1993_03_006_03_1_PF_04_001.jpg","https://ia803408.us.archive.org/25/items/EL189_L_1993_03_006_03_1_PF_04/EL189_L_1993_03_006_03_1_PF_04.pdf","https://ia803408.us.archive.org/25/items/EL189_L_1993_03_006_03_1_PF_04/EL189_L_1993_03_006_03_1_PF_04_djvu.txt","Malbert","Jean-Pierre","homme","50","50","entre 50 et 59 ans","expert agricole et foncier","non mentionné","non mentionné","politique;local;école","non mentionné","Alliance populaire","Rassemblement des forces nationales","non","Martinelli","Vittoria","femme","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","culture","non mentionné","Alliance populaire","Rassemblement des forces nationales","non"
"EL189_L_1993_03_006_03_1_PF_05","1993-03-21","Ve République;France;Élections législatives;Assemblée Nationale","Élections législatives de 1993, Alpes-Maritimes - 06, circonscription n°03 : profession de foi de Robert Serbourse au tour 1","législatives","1","EL189","06","Alpes-Maritimes","06 - Alpes-Maritimes","3","https://ia803407.us.archive.org/6/items/EL189_L_1993_03_006_03_1_PF_05/EL189_L_1993_03_006_03_1_PF_05_000.jpg;https://ia803407.us.archive.org/6/items/EL189_L_1993_03_006_03_1_PF_05/EL189_L_1993_03_006_03_1_PF_05_001.jpg","https://ia803407.us.archive.org/6/items/EL189_L_1993_03_006_03_1_PF_05/EL189_L_1993_03_006_03_1_PF_05.pdf","https://ia803407.us.archive.org/6/items/EL189_L_1993_03_006_03_1_PF_05/EL189_L_1993_03_006_03_1_PF_05_djvu.txt","Serbourse","Robert","homme","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","retraité","indépendant","Nice fraternité","non","Duval","Laurent","homme","non mentionné","non mentionné","non mentionné","avocat","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","Nice fraternité","non"
"EL189_L_1993_03_006_03_1_PF_06","1993-03-21","Ve République;France;Élections législatives;Assemblée Nationale","Élections législatives de 1993, Alpes-Maritimes - 06, circonscription n°03 : profession de foi de Louis Broch au tour 1","législatives","1","EL189","06","Alpes-Maritimes","06 - Alpes-Maritimes","3","https://ia804503.us.archive.org/33/items/EL189_L_1993_03_006_03_1_PF_06/EL189_L_1993_03_006_03_1_PF_06_000.jpg;https://ia804503.us.archive.org/33/items/EL189_L_1993_03_006_03_1_PF_06/EL189_L_1993_03_006_03_1_PF_06_001.jpg","https://ia804503.us.archive.org/33/items/EL189_L_1993_03_006_03_1_PF_06/EL189_L_1993_03_006_03_1_PF_06.pdf","https://ia804503.us.archive.org/33/items/EL189_L_1993_03_006_03_1_PF_06/EL189_L_1993_03_006_03_1_PF_06_djvu.txt","Broch","Louis","homme","non mentionné","non mentionné","non mentionné","non mentionné","maire;conseiller général","non mentionné","non mentionné","non mentionné","Parti communiste français","non mentionné","non","Billi","Marie-France","femme","non mentionné","non mentionné","non mentionné","secrétaire direction","non mentionné","non mentionné","politique","non mentionné","Parti communiste français","non mentionné","non"
"EL189_L_1993_03_006_03_1_PF_07","1993-03-21","Ve République;Assemblée Nationale;France;Élections législatives","Élections législatives de 1993, Alpes-Maritimes - 06, circonscription n°03 : profession de foi de Jean-Philippe Allenbach au tour 1","législatives","1","EL189","06","Alpes-Maritimes","06 - Alpes-Maritimes","3","https://ia803407.us.archive.org/20/items/EL189_L_1993_03_006_03_1_PF_07/EL189_L_1993_03_006_03_1_PF_07_000.jpg;https://ia803407.us.archive.org/20/items/EL189_L_1993_03_006_03_1_PF_07/EL189_L_1993_03_006_03_1_PF_07_001.jpg","https://ia803407.us.archive.org/20/items/EL189_L_1993_03_006_03_1_PF_07/EL189_L_1993_03_006_03_1_PF_07.pdf","https://ia803407.us.archive.org/20/items/EL189_L_1993_03_006_03_1_PF_07/EL189_L_1993_03_006_03_1_PF_07_djvu.txt","Allenbach","Jean-Philippe","homme","45","45","entre 40 et 49 ans","consultant financier international","non mentionné","non mentionné","non mentionné","non mentionné","Rassemblement pour l'Europe fédérale","non mentionné","non","Argyratos-Colombini","Paola","femme","61","61","entre 60 et 69 ans","professeur","non mentionné","non mentionné","non mentionné","retraité","Rassemblement pour l'Europe fédérale","non mentionné","non"
